code_mission_et_indicateur;Type de secteur;Budget;Code Mission;Mission;Code Programme;Programme;Code Objectif;Libellé Objectif;Ref programme pour objectif mission ou mention 'Objectif mission' pour objectif programme;Code Indicateur;Libellé Indicateur;Ref programme pour indicateur mission ou mention 'Indicateur mission' pour indicateur programme;Facteur de performance;Code Sous Indicateur;Libellé Sous Indicateur;Cotation Budget Vert / Egalité HF;Unité;Exec 2022;Exec 2023;2024 Cible;Exec 2024;Atteinte de la cible 2024;2025 Cible
CB-P224-1-2;Programme;BG;CB;Culture;224;Soutien aux politiques du ministère de la culture;P224-1;Optimiser l'utilisation des crédits dédiés aux fonctions soutien;;P224-1-2;"Taux de dématérialisation des démarches de subvention 
_x000D_et taux de satisfaction usager sur les démarches en ligne";;Usager;31298.0;Taux de satisfaction usager sur les démarches en ligne;;%;81;76;90;non connu;donnée non renseignée;90
CB-P224-1-3;Programme;BG;CB;Culture;224;Soutien aux politiques du ministère de la culture;P224-1;Optimiser l'utilisation des crédits dédiés aux fonctions soutien;;P224-1-3;Délais de paiement;;Usager;31297.0;Délai global de paiement;;jours;24,33;23,52;20;21,01;cible atteinte;20
CB-P361-1-1;Programme;BG;CB;Culture;361;Transmission des savoirs et démocratisation de la culture;P361-1;Améliorer l'insertion professionnelle des diplômés de l'enseignement supérieur;(Objectif Mission);P361-1-1;Taux d'insertion professionnelle des diplômés de l'enseignement supérieur Culture;(Indicateur Mission);Citoyen;16528.0;Établissements d'ESC global;;%;93;90;88;90;cible atteinte;89
CB-P361-1-1;Programme;BG;CB;Culture;361;Transmission des savoirs et démocratisation de la culture;P361-1;Améliorer l'insertion professionnelle des diplômés de l'enseignement supérieur;(Objectif Mission);P361-1-1;Taux d'insertion professionnelle des diplômés de l'enseignement supérieur Culture;(Indicateur Mission);Citoyen;16939.0;Architecture et patrimoine;;%;94;92;92;89;absence amélioration;93
CB-P361-1-1;Programme;BG;CB;Culture;361;Transmission des savoirs et démocratisation de la culture;P361-1;Améliorer l'insertion professionnelle des diplômés de l'enseignement supérieur;(Objectif Mission);P361-1-1;Taux d'insertion professionnelle des diplômés de l'enseignement supérieur Culture;(Indicateur Mission);Citoyen;16941.0;Spectacle vivant et cinéma;;%;95;96;91;95;cible atteinte;92
CB-P361-1-1;Programme;BG;CB;Culture;361;Transmission des savoirs et démocratisation de la culture;P361-1;Améliorer l'insertion professionnelle des diplômés de l'enseignement supérieur;(Objectif Mission);P361-1-1;Taux d'insertion professionnelle des diplômés de l'enseignement supérieur Culture;(Indicateur Mission);Citoyen;16940.0;Arts Plastiques;;%;88;83;81;85;cible atteinte;82
CB-P361-2-1;Programme;BG;CB;Culture;361;Transmission des savoirs et démocratisation de la culture;P361-2;Favoriser un accès équitable à la culture notamment grâce au développement de l'éducation artistique et culturelle;(Objectif Mission);P361-2-1;Taux d’inscription au pass Culture;;Usager;30592.0;Part des jeunes de 18 ans éligibles au pass Culture ayant initié un compte;;%;76;79;76;84;cible atteinte;78
CB-P361-2-1;Programme;BG;CB;Culture;361;Transmission des savoirs et démocratisation de la culture;P361-2;Favoriser un accès équitable à la culture notamment grâce au développement de l'éducation artistique et culturelle;(Objectif Mission);P361-2-1;Taux d’inscription au pass Culture;;Usager;30774.0;Part des jeunes de moins de 18 ans éligibles au pass Culture;;%;50;58;50;72;cible atteinte;58
CB-P361-2-2;Programme;BG;CB;Culture;361;Transmission des savoirs et démocratisation de la culture;P361-2;Favoriser un accès équitable à la culture notamment grâce au développement de l'éducation artistique et culturelle;(Objectif Mission);P361-2-2;Part des enfants et adolescents ayant bénéficié d'une action d'éducation artistique et culturelle;(Indicateur Mission);Usager;8054.0;Part des enfants scolarisés en école ou collège se voyant proposer une action d’EAC en temps scolaire;;%;76;77;85;58;absence amélioration;80
CB-P361-2-3;Programme;BG;CB;Culture;361;Transmission des savoirs et démocratisation de la culture;P361-2;Favoriser un accès équitable à la culture notamment grâce au développement de l'éducation artistique et culturelle;(Objectif Mission);P361-2-3;Mesure de l'effort en faveur des territoires prioritaires (% des crédits);;Usager;7839.0;Part des crédits de l'action 2 (éducation artistique et culturelle et accès à la culture) dirigés vers les territoires prioritaires par rapport à la totalité des crédits de l'action 2;;%;21,91;25,5;30;25,14;absence amélioration;28
CB-P361-3-1;Programme;BG;CB;Culture;361;Transmission des savoirs et démocratisation de la culture;P361-3;Promouvoir, auprès du public le plus large, la recherche culturelle et la culture scientifique et technique;;P361-3-1;Évolution du nombre annuel de visiteurs physiques d'Universcience, opérateur de la culture scientifique et technique;;Usager;17629.0;Fréquentation physique;;millions;2,1;2,45;2,11;2,16;cible atteinte;1,99
CB-P361-3-2;Programme;BG;CB;Culture;361;Transmission des savoirs et démocratisation de la culture;P361-3;Promouvoir, auprès du public le plus large, la recherche culturelle et la culture scientifique et technique;;P361-3-2;Taux de satisfaction des visiteurs d'Universcience;;Usager;17633.0;Taux de satisfaction des visiteurs d'Universcience;;%;72,1;72,5;77,5;75,2;amélioration;78
CB-P361-4-1;Programme;BG;CB;Culture;361;Transmission des savoirs et démocratisation de la culture;P361-4;Renforcer l'autonomie financière des établissements publics diffusant la culture scientifique et technique notamment par l'amélioration de la part de leurs ressources propres;;P361-4-1;Part des ressources propres d'Universcience, opérateur de la culture scientifique et technique;;Contribuable;17634.0;Taux de ressources propres d'Universcience;;%;17,99;18,24;16,24;20,17;cible atteinte;18,04
DA-MDA-1-1;Mission;BG;DA;Défense;;;MDA-1;Mettre à la disposition des armées les armements et matériels nécessaires au succès des opérations des forces armées;(Objectif du P146);MDA-1-1;Taux de réalisation des équipements;(Indicateur du P146);Citoyen;16067.0;Taux de réalisation des livraisons valorisées;;%;61,3;87,9;85;72;absence amélioration;85
DA-MDA-1-1;Mission;BG;DA;Défense;;;MDA-1;Mettre à la disposition des armées les armements et matériels nécessaires au succès des opérations des forces armées;(Objectif du P146);MDA-1-1;Taux de réalisation des équipements;(Indicateur du P146);Citoyen;16063.0;Progression dans la réalisation des opérations d'armement principales;;%;73,8;64,8;85;62,7;absence amélioration;85
DA-MDA-1-1;Mission;BG;DA;Défense;;;MDA-1;Mettre à la disposition des armées les armements et matériels nécessaires au succès des opérations des forces armées;(Objectif du P146);MDA-1-1;Taux de réalisation des équipements;(Indicateur du P146);Citoyen;16058.0;dont progression dans la réalisation des opérations d'armement principales du système de forces commandement et maîtrise de l'information;;%;97,6;46,7;80;48,6;amélioration;80
DA-MDA-1-1;Mission;BG;DA;Défense;;;MDA-1;Mettre à la disposition des armées les armements et matériels nécessaires au succès des opérations des forces armées;(Objectif du P146);MDA-1-1;Taux de réalisation des équipements;(Indicateur du P146);Citoyen;16059.0;dont progression dans la réalisation des opérations d'armement principales du système de forces projection- mobilité- soutien;;%;42,2;59;80;87,5;cible atteinte;80
DA-MDA-1-1;Mission;BG;DA;Défense;;;MDA-1;Mettre à la disposition des armées les armements et matériels nécessaires au succès des opérations des forces armées;(Objectif du P146);MDA-1-1;Taux de réalisation des équipements;(Indicateur du P146);Citoyen;16062.0;dont progression dans la réalisation des opérations d'armement principales du système de forces protection et sauvegarde;;%;99,3;64,2;85;63,6;absence amélioration;85
DA-MDA-1-1;Mission;BG;DA;Défense;;;MDA-1;Mettre à la disposition des armées les armements et matériels nécessaires au succès des opérations des forces armées;(Objectif du P146);MDA-1-1;Taux de réalisation des équipements;(Indicateur du P146);Citoyen;16061.0;dont progression dans la réalisation des opérations d'armement principales du système de forces engagement et combat;;%;60,9;87,8;85;70,0;absence amélioration;85
DA-P144-1-1;Programme;BG;DA;Défense;144;Environnement et prospective de la politique de défense;P144-1;Améliorer le niveau de sécurité des forces et du patrimoine industriel et économique lié à la défense (DRSD);;P144-1-1;Taux d'avis émis dans les délais prescrits;;Citoyen;8389.0;Taux d'avis émis dans les délais prescrits;;%;95,7;98;95;90,1;absence amélioration;95
DA-P144-1-2;Programme;BG;DA;Défense;144;Environnement et prospective de la politique de défense;P144-1;Améliorer le niveau de sécurité des forces et du patrimoine industriel et économique lié à la défense (DRSD);;P144-1-2;Taux des sites du domaine militaire et des sites industriels et économiques liés à la défense inspectés dans les délais prescrits;;Citoyen;8264.0;Taux des sites du domaine militaire et des sites industriels et économiques liés à la défense inspectés dans les délais prescrits;;%;94,8;92;80;91;cible atteinte;80
DA-P144-2-1;Programme;BG;DA;Défense;144;Environnement et prospective de la politique de défense;P144-2;Développer les capacités scientifiques technologiques et industrielles nécessaires à la défense;;P144-2-1;Taux de progression des technologies spécifiques nécessaires à la défense;;Citoyen;7886.0;Taux de progression des technologies spécifiques nécessaires à la défense;;%;80,3;82;80;70;absence amélioration;80
DA-P144-3-1;Programme;BG;DA;Défense;144;Environnement et prospective de la politique de défense;P144-3;Contribuer à l'autorisation et au contrôle des transferts des biens et technologies sensibles;;P144-3-1;Délai de traitement des dossiers d'exportation de matériels de guerre;;Usager;22243.0;"Délai moyen d’instruction ""Défense"" des demandes de licence";;Nb jours;16;24;22;29;absence amélioration;25
DA-P144-4-1;Programme;BG;DA;Défense;144;Environnement et prospective de la politique de défense;P144-4;Développer des capacités spatiales et de défense souveraines;;P144-4-1;Taux de réalisation des études;;Citoyen;30980.0;Taux de réalisation des études;;%;Sans objet;54;100;54;absence amélioration;100
DA-P144-4-2;Programme;BG;DA;Défense;144;Environnement et prospective de la politique de défense;P144-4;Développer des capacités spatiales et de défense souveraines;;P144-4-2;Taux de progression des études;;Citoyen;30981.0;Taux de progression des études;;%;Sans objet;100;100;100;cible atteinte;100
DA-P146-1-1;Programme;BG;DA;Défense;146;Équipement des forces;P146-1;Mettre à la disposition des armées les armements et matériels nécessaires au succès des opérations des forces armées;(Objectif Mission);P146-1-1;Taux de réalisation des équipements;(Indicateur Mission);Citoyen;16059.0;dont progression dans la réalisation des opérations d'armement principales du système de forces projection- mobilité- soutien;;%;42,2;59;80;87,5;cible atteinte;80
DA-P146-1-1;Programme;BG;DA;Défense;146;Équipement des forces;P146-1;Mettre à la disposition des armées les armements et matériels nécessaires au succès des opérations des forces armées;(Objectif Mission);P146-1-1;Taux de réalisation des équipements;(Indicateur Mission);Citoyen;16063.0;Progression dans la réalisation des opérations d'armement principales;;%;73,8;64,8;85;62,7;absence amélioration;85
DA-P146-1-1;Programme;BG;DA;Défense;146;Équipement des forces;P146-1;Mettre à la disposition des armées les armements et matériels nécessaires au succès des opérations des forces armées;(Objectif Mission);P146-1-1;Taux de réalisation des équipements;(Indicateur Mission);Citoyen;16062.0;dont progression dans la réalisation des opérations d'armement principales du système de forces protection et sauvegarde;;%;99,3;64,2;85;63,6;absence amélioration;85
DA-P146-1-1;Programme;BG;DA;Défense;146;Équipement des forces;P146-1;Mettre à la disposition des armées les armements et matériels nécessaires au succès des opérations des forces armées;(Objectif Mission);P146-1-1;Taux de réalisation des équipements;(Indicateur Mission);Citoyen;16067.0;Taux de réalisation des livraisons valorisées;;%;61,3;87,9;85;72;absence amélioration;85
DA-P146-1-1;Programme;BG;DA;Défense;146;Équipement des forces;P146-1;Mettre à la disposition des armées les armements et matériels nécessaires au succès des opérations des forces armées;(Objectif Mission);P146-1-1;Taux de réalisation des équipements;(Indicateur Mission);Citoyen;16061.0;dont progression dans la réalisation des opérations d'armement principales du système de forces engagement et combat;;%;60,9;87,8;85;70,0;absence amélioration;85
DA-P146-1-1;Programme;BG;DA;Défense;146;Équipement des forces;P146-1;Mettre à la disposition des armées les armements et matériels nécessaires au succès des opérations des forces armées;(Objectif Mission);P146-1-1;Taux de réalisation des équipements;(Indicateur Mission);Citoyen;16058.0;dont progression dans la réalisation des opérations d'armement principales du système de forces commandement et maîtrise de l'information;;%;97,6;46,7;80;48,6;amélioration;80
DA-P146-1-2;Programme;BG;DA;Défense;146;Équipement des forces;P146-1;Mettre à la disposition des armées les armements et matériels nécessaires au succès des opérations des forces armées;(Objectif Mission);P146-1-2;Evolution annuelle moyenne des délais de réalisation des opérations d'armement principales;;Citoyen;16065.0;Evolution annuelle moyenne des délais de réalisation des opérations d'armement principales;;mois;1,2;0,42;2;0,57;cible atteinte;2
DA-P146-1-3;Programme;BG;DA;Défense;146;Équipement des forces;P146-1;Mettre à la disposition des armées les armements et matériels nécessaires au succès des opérations des forces armées;(Objectif Mission);P146-1-3;Taux de progression du lancement des nouveaux programmes en coopération;;Citoyen;25710.0;Taux de progression du lancement des nouveaux programmes en coopération;;%;70;80;80;80;cible atteinte;90
DA-P146-2-1;Programme;BG;DA;Défense;146;Équipement des forces;P146-2;Assurer une efficience maximale de la dépense d'équipement des forces;;P146-2-1;Efficience du processus de paiement;;Contribuable;10007.0;Montant des intérêts moratoires versés/ montant des paiements;;%;0,05;0,08;0,3;0,09;cible atteinte;0,5
DA-P146-2-2;Programme;BG;DA;Défense;146;Équipement des forces;P146-2;Assurer une efficience maximale de la dépense d'équipement des forces;;P146-2-2;Evolution annuelle moyenne des devis à terminaison des opérations d'armement principales;;Contribuable;16055.0;Evolution annuelle moyenne des devis à terminaison des opérations d'armement principales;;%;0,76;0,02;1,5;0,05;amélioration;1,5
DA-P178-1-1;Programme;BG;DA;Défense;178;Préparation et emploi des forces;P178-1;Commander des forces, aptes à comprendre et influencer;;P178-1-1;Nombre d’états-majors tactiques aptes de niveau 1 et 2;;Contribuable;31059.0;Nombre d’états-majors tactiques aptes de niveau 1 et 2;Vide;Nb;8;8;8;8;cible atteinte;8
