Type ligne ;Type Budget;code;Mission;Ministere;Libelle;Libelle abrege;commentFP
SSA;BG;140-07-02;;;Personnels en réadaptation ou en réemploi;Personnels en réadaptatio;
SSA;BG;140-07-03;;;Personnels en décharge syndicale;Personnels en décharge sy;
SSA;BG;140-07-04;;;Partenariats divers;Partenariats divers;
SSA;BG;140-07-01;;;Personnels en situations diverses : personnel;Personnels en situations ;
ACT;BG;140-01;;;Enseignement pré-élémentaire;Enseignement pré-élémenta;
ACT;BG;140-06;;;Pilotage et encadrement pédagogique;Pilotage et encadrement p;
SSA;BG;140-06-02;;;Pilotage et encadrement pédagogiques : personnels de direction;Pilotage et encadrement p;
SSA;BG;140-06-03;;;Pilotage et encadrement pédagogiques : personnels d'inspection;Pilotage et encadrement p;
SSA;BG;140-06-04;;;Pilotage et encadrement pédagogiques : personnels enseignants affectés à l'encadrement pédagogique;Pilotage et encadrement p;
SSA;BG;140-06-01;;;Pilotage et encadrement pédagogique : personnel;Pilotage et encadrement p;
ACT;BG;140-05;;;Remplacement;Remplacement;
ACT;BG;140-03;;;Besoins éducatifs particuliers;Besoins éducatifs particu;
SSA;BG;140-03-01;;;Besoins éducatifs particuliers : personnel;Besoins éducatifs particu;
SSA;BG;140-03-02;;;Prévention et traitement des difficultés scolaires (hors CPER);Prévention et traitement ;
SSA;BG;140-03-03;;;Intégration des primo arrivants (hors CPER);Intégration des primo arr;
SSA;BG;140-03-05;;;Enseignement à l'extérieur de l'école (hors CPER);Enseignement à l'extérieu;
SSA;BG;140-03-04;;;Scolarisation des élèves malades ou handicapés (hors CPER);Scolarisation des élèves ;
ACT;BG;140-04;;;Formation des personnels enseignants;Formation des personnels ;
ACT;BG;140-99;;;Dépenses de personnel du programme à reventiler;Dépenses de personnel du ;
PGM;BG;141;EC;6;Enseignement scolaire public du second degré;ens. sco. pub. 2nd dg;La maîtrise des compétences du socle commun en français et en mathématiques est une condition indispensable pour la réussite des élèves. Repérer et réduire les écarts d’apprentissages entre les élèves dès leur entrée dans le 2nd degré constitue une priorité. Une orientation mieux accompagnée doit permettre à chaque élève de construire son propre parcours, à travers une spécialisation progressive, dans le cadre d’un lycée dont la rénovation est en voie de finalisation et d’élever ses ambitions, notamment en termes d’accès à l’enseignement supérieur. Pour les plus fragiles, il s’agit aussi de prévenir le risque de décrochage. La lutte contre les inégalités nécessite des mesures d'accompagnement pédagogique et éducatif plus soutenues en éducation prioritaire, mais elle passe également par une allocation équitable des moyens afin que tous les élèves bénéficient des moyens nécessaires à leurs apprentissages, en zones urbaines comme en zones rurales.
ACT;BG;141-13;;;Personnels en situations diverses;Personnels en situations ;
SSA;BG;141-13-01;;;"Personnels concourant à l'action ""personnels en situations diverses""";Personnels concourant à l;
SSA;BG;141-13-02;;;Personnels en réadaptation ou en réemploi;Personnels en réadaptatio;
SSA;BG;141-13-03;;;Personnels en décharges syndicales;Personnels en décharges s;
SSA;BG;141-13-04;;;Partenariats divers;Partenariats divers;
ACT;BG;141-12;;;Pilotage, administration et encadrement pédagogique;Pilotage, administration ;
SSA;BG;141-12-01;;;"Dépenses de personnel concourant à l'action ""pilotage, administration et encadrement pédagogique""";Dépenses de personnel con;
SSA;BG;141-12-02;;;Pilotage, administration et encadrement pédagogique : personnel de direction;Pilotage, administration ;
SSA;BG;141-12-03;;;Pilotage, administration et encadrement pédagogique : personnel d'inspection;Pilotage, administration ;
SSA;BG;141-12-04;;;Pilotage, administration et encadrement pédagogique : personnels enseignants affectés à l'encadrement pédagogique;Pilotage, administration ;
SSA;BG;141-12-05;;;Pilotage, administration et encadrement pédagogique : personnels administratifs des EPLE;Pilotage, administration ;
ACT;BG;141-10;;;Formation des personnels enseignants et d'orientation;Formation des personnels ;
ACT;BG;141-06;;;Besoins éducatifs particuliers;Besoins éducatifs particu;
SSA;BG;141-06-01;;;"Dépenses de personnel concourant à l'action ""besoins éducatifs particuliers""";Dépenses de personnel con;
SSA;BG;141-06-02;;;Prévention et traitement des difficultés scolaires;Prévention et traitement ;
SSA;BG;141-06-03;;;Intégration des primo arrivants;Intégration des primo arr;
SSA;BG;141-06-04;;;Scolarisation des élèves malades ou handicapés;Scolarisation des élèves ;
SSA;BG;141-06-05;;;Enseignement à l'extérieur de l'EPLE;Enseignement à l'extérieu;
ACT;BG;141-04;;;Apprentissage;Apprentissage;
ACT;BG;141-03;;;Enseignement professionnel sous statut scolaire;Enseignement professionne;
ACT;BG;141-02;;;Enseignement général et technologique en lycée;Enseignement général et t;
ACT;BG;141-01;;;Enseignement en collège;Enseignement en collège;
ACT;BG;141-11;;;Remplacement;Remplacement;
ACT;BG;141-09;;;Formation continue des adultes et validation des acquis de l'expérience;Formation continue des ad;
SSA;BG;141-09-01;;;"Dépenses de personnel concourant à l'action ""formation continue des adultes en VAE""";Dépenses de personnel con;
SSA;BG;141-09-02;;;Formation continue;Formation continue;
SSA;BG;141-09-03;;;Validation des acquis de l'expérience (VAE);Validation des acquis de ;
ACT;BG;141-08;;;Information et orientation;Information et orientatio;
ACT;BG;141-07;;;Aide à l'insertion professionnelle;Aide à l'insertion profes;
ACT;BG;141-05;;;Enseignement post-baccalauréat en lycée;Enseignement post-baccala;
ACT;BG;141-99;;;Dépenses de personnel du programme à reventiler;Dépenses de personnel du ;
PGM;BG;214;EC;6;Soutien de la politique de l'éducation nationale;SoutienPolitiqueEduc;Le programme soutien des politiques de l’éducation nationale, de la jeunesse et des sports, de l’enseignement supérieur et de la recherche porte l’essentiel des moyens support des services académiques et centraux du MENJS, au financement des constructions scolaires d’outre-mer et celui du numérique éducatif. L'intégration des missions jeunesse et sports, la création des recteurs délégués à l’Enseignement supérieur à la recherche et à l’innovation et des délégations régionales académiques à la recherche et à l'innovation, et l’adoption du système d’information des ressources humaines RenoiRH sont des axes majeurs du budget 2021. L’accompagnement des évaluations exhaustives aux niveaux CP, CE1, 6ème et 2nde et la réforme du baccalauréat général et technologique se poursuivent. Enfin, le MENJS présente le meilleur ratio ministériel d’agents gérés par gestionnaire et les efforts d’optimisation des fonctions support sont renforcés par la régionalisation des moyens des académies et la rationalisation des surfaces.
ACT;BG;214-05;;;Action internationale;Action internationale;
SSA;BG;214-05-01;;;"Personnel concourant à l'action ""action internationale""";Personnel concourant à l';
SSA;BG;214-05-02;;;Actions financées par l'Etat;Actions financées par l'E;
SSA;BG;214-05-03;;;Centre international d'études pédagogiques (CIEP);Centre international d'ét;
ACT;BG;214-10;;;Transports scolaires;Transports scolaires;
ACT;BG;214-08;;;Logistique, système d'information, immobilier;Logistique, système d'inf;
SSA;BG;214-08-01;;;"Personnel concourant à l'action ""logistique, système d'information et immobilier""";Personnel concourant à l';
SSA;BG;214-08-02;;;Logistique et système d'information (hors personnel);Logistique et système d'i;
SSA;BG;214-08-03;;;Immobilier (services administratifs);Immobilier (services admi;
SSA;BG;214-08-04;;;Immobilier (établissements scolaires);Immobilier (établissement;
ACT;BG;214-03;;;Communication;Communication;
ACT;BG;214-01;;;Pilotage et mise en oeuvre des politiques éducatives;Pilotage et mise en oeuvr;
SSA;BG;214-01-01;;;"Dépenses de personnel concourant à l'action ""pilotage et mise en oeuvre des politiques éducatives""";Dépenses de personnel con;
SSA;BG;214-01-02;;;Pilotage et mise en oeuvre des politiques éducatives de l'enseignement scolaire;Pilotage et mise en oeuvr;
SSA;BG;214-01-03;;;Pilotage et mise en oeuvre des politiques éducatives de l'enseignement supérieur;Pilotage et mise en oeuvr;
ACT;BG;214-09;;;Certification;Certification;
SSA;BG;214-09-01;;;Personnel;Personnel;
SSA;BG;214-09-02;;;Diplôme national du brevet;Diplôme national du breve;
SSA;BG;214-09-03;;;Diplômes d'enseignement général et technologique;Diplômes d'enseignement g;
SSA;BG;214-09-04;;;Diplômes professionnels;Diplômes professionnels;
SSA;BG;214-09-05;;;Examens postbaccalauréat;Examens postbaccalauréat;
SSA;BG;214-09-06;;;Dépenses transversales des examens des élèves;Dépenses transversales de;
ACT;BG;214-06;;;Politique des ressources humaines;Politique des ressources ;
SSA;BG;214-06-01;;;"Personnel concourant à l'action ""politiques des ressources humaines""";Personnel concourant à l';
SSA;BG;214-06-02;;;Pilotage et gestion des personnels;Pilotage et gestion des p;
SSA;BG;214-06-03;;;Recrutement des personnels enseignants;Recrutement des personnel;
SSA;BG;214-06-04;;;Recrutement des personnels non enseignants;Recrutement des personnel;
SSA;BG;214-06-05;;;Action sociale;Action sociale;
SSA;BG;214-06-06;;;Formation des personnels non enseignants;Formation des personnels ;
ACT;BG;214-04;;;Expertise juridique;Expertise juridique;
ACT;BG;214-07;;;Établissements d'appui de la politique éducative;Établissements d'appui de;
ACT;BG;214-02;;;Évaluation et contrôle;Évaluation et contrôle;
ACT;BG;214-99;;;Dépenses de personnel du programme à reventiler;Dépenses de personnel du ;
ACT;BG;214-11;;;Pilotage et mise œuvre des politiques du sport, de la jeunesse, de l'éducation populaire et de la vie associative;Sport/Jeunesse/EP/VA;
PGM;BG;139;EC;6;Enseignement privé du premier et du second degrés;ens. privé;"Les objectifs du programme 139 ""Enseignement privé du premier et du second degrés"" consistent à assurer la maîtrise des connaissances et des compétences de base exigibles au terme de la scolarité primaire, et à conduire tous les élèves aux niveaux de compétences attendues en fin de scolarité dans l'enseignement secondaire en vue de la poursuite de leurs études dans l'enseignement supérieur et de leur insertion professionnelle, tout en répondant à leurs besoins éducatifs sur l'ensemble du territoire. Si la maîtrise de la langue française à l'oral et à l'écrit, ainsi que celle des langages mathématiques, scientifiques et informatiques n'atteignent pas encore les cibles volontaristes attendues, la fluidité des parcours s'améliore dans les établissements d'enseignement du second degré, et la poursuite d'études comme l'insertion professionnelle des jeunes à l'issue de leur scolarité secondaire progressent. Par ailleurs, la scolarisation des élèves en situation de handicap continue d’être renforcée."
ACT;BG;139-07;;;Dispositifs spécifiques de scolarisation;Dispositifs spécifiques d;
ACT;BG;139-01;;;Enseignement pré-élémentaire;Enseignement pré-élémenta;
ACT;BG;139-02;;;Enseignement élémentaire;Enseignement élémentaire;
ACT;BG;139-04;;;Enseignement général et technologique en lycée;Enseignement général et t;
ACT;BG;139-06;;;Enseignement post-baccalauréat en lycée;Enseignement post-baccala;
ACT;BG;139-08;;;Actions sociales en faveur des élèves;Actions sociales en faveu;
SSA;BG;139-08-01;;;Bourses et primes de collèges;Bourses et primes de coll;
SSA;BG;139-08-02;;;Bourses et primes de lycées;Bourses et primes de lycé;
SSA;BG;139-08-03;;;Fonds sociaux de collèges;Fonds sociaux de collèges;
SSA;BG;139-08-04;;;Fonds sociaux de lycées;Fonds sociaux de lycées;
ACT;BG;139-09;;;Fonctionnement des établissements;Fonctionnement des établi;
SSA;BG;139-09-01;;;Forfait d'externat;Forfait d'externat;
SSA;BG;139-09-02;;;Crédits pédagogiques;Crédits pédagogiques;
